Product Name;Category;Price (€);Quantity Sold;Revenue Total;Transaction Date;Country ;Store-ID;Duplicate Col;Duplicate Col 
Product 5215;Snack;3,295.17;;3698,22;2020-06-21;Germany;;X;X
Product 5216;;3,366.48;;2,707.17;2022-11-22;France;;X;X
Product 5217;Drink;4,915.19;NaN;;22/10/2024;Portugal;S-27;X;X
Product 5218;Snack;3932,50;50;525,61;28-12-2022;Germany;;X;X
Product 5219;Drink;62;56;4070,36;10-09-2018;;;X;X
;Drink;1415,57;;3460,71;;France;;X;X
Product 5221;Food;4824;;1381;04-05-2019;Portugal;;X;X
Product 5222;Food;686.08;;1081,90;2023-12-31;Portugal;;X;X
Product 5223;Food;;;1817,84;26-11-2018;Portugal;;X;X
Product 5224;Drink;1744;;2919,56;28-09-2018;;;X;X
Product 5225;;581.52;;4,088.10;25/04/2022;Portugal;;X;X
Product 5226;;;82;4099,74;2020-12-29;;;X;X
Product 5227;Drink;;11;;2018/08/13;Portugal;;X;X
Product 5228;Food;;NaN;3484,38;27-10-2021;France;;X;X
Product 5229;Drink;4755,11;NaN;;20/06/2023;Portugal;;X;X
Product 5230;;2,109.95;;;17/12/2020;France;;X;X
Product 5231;;3950;;;2023/01/20;Portugal;S-33;X;X
Product 5232;;900,30;NaN;1867;2019-06-24;Portugal;S-43;X;X
Product 5233;Drink;;NaN;777;2022/12/19;France;;X;X
Product 5234;;;NaN;;01-01-2020;France;;X;X
;;1638;;2199;01-05-2019;France;;X;X
Product 5236;;;;2337;17/09/2018;;;X;X
Product 5237;;98,86;NaN;3465;2022/12/04;Portugal;S-39;X;X
Product 5238;Snack;;NaN;1,558.59;2022/06/26;Portugal;;X;X
Product 5239;Drink;3,098.61;29;;31-03-2024;Portugal;;X;X
Product 5240;Drink;862.18;94;2468,49;;Portugal;;X;X
Product 5241;;205.88;77;432.16;2022-12-13;Germany;;X;X
Product 5242;Food;1,435.16;82;732;15/12/2020;France;;X;X
Product 5243;;2226;;;2022/08/19;;;X;X
Product 5244;Drink;3857,48;76;4123;21/12/2023;;;X;X
Product 5245;Snack;3,842.91;;3,048.93;2022-03-17;France;S-9;X;X
Product 5246;;1095;NaN;4,290.54;2023/03/04;Germany;;X;X
Product 5247;Snack;2142;;;2024-09-15;;;X;X
Product 5248;Food;;;290;13-08-2023;;;X;X
Product 5249;Food;;NaN;873,45;2018-02-23;Portugal;;X;X
;;2851,36;;;2019/09/30;Germany;;X;X
Product 5251;Snack;827;;378;18/03/2019;Germany;;X;X
Product 5252;Food;3863;NaN;908,14;2024-04-04;Germany;S-20;X;X
Product 5253;;;NaN;3,655.84;2022-06-04;;;X;X
Product 5254;Food;4,210.33;;;2019/11/16;France;;X;X
Product 5255;Drink;2090,11;39;;20/10/2020;Portugal;;X;X
Product 5256;Snack;;;3114,11;2020/12/09;Portugal;S-50;X;X
Product 5257;;;NaN;884,09;2018-10-10;;;X;X
Product 5258;Food;3669;;1,449.48;05/01/2018;Portugal;;X;X
Product 5259;Food;316,10;14;2,586.68;2019-12-17;Germany;;X;X
Product 5260;Drink;4896,26;NaN;1,875.08;;Portugal;S-49;X;X
Product 5261;;2,978.10;30;;29/10/2018;France;;X;X
Product 5262;Food;2504;;1689;24/04/2024;;S-8;X;X
Product 5263;Snack;3129;44;;20-10-2018;Germany;S-43;X;X
Product 5264;Food;2408;;1000;12/04/2018;France;;X;X
;Snack;;NaN;;02/09/2019;Germany;S-35;X;X
Product 5266;Food;3,630.57;NaN;3,250.89;2023-02-22;;;X;X
Product 5267;;1606,44;;;11-09-2024;;S-45;X;X
Product 5268;;4176,15;NaN;1601;15-12-2019;France;;X;X
Product 5269;;2,907.76;70;;29/09/2020;France;;X;X
Product 5270;Snack;2384,78;;;01/09/2019;Germany;S-32;X;X
Product 5271;;;NaN;4956;2020-06-27;Germany;S-11;X;X
Product 5272;Snack;;NaN;;19/02/2018;;;X;X
Product 5273;Snack;;91;4282,19;14/04/2020;;;X;X
Product 5274;Snack;3685;;;2024/02/02;Germany;;X;X
Product 5275;Drink;1110;NaN;1095,46;2019-10-30;France;;X;X
Product 5276;Food;;NaN;;2019/08/03;France;S-4;X;X
Product 5277;Snack;;NaN;3766;2018-02-04;;;X;X
Product 5278;Snack;;NaN;4997,33;14/05/2022;;S-9;X;X
Product 5279;Food;4216;NaN;4598;2019/06/19;France;;X;X
;;4392;NaN;3,187.74;;Germany;;X;X
Product 5281;Drink;;NaN;4,722.12;20-01-2019;;S-47;X;X
Product 5282;Food;;61;;27-05-2021;Germany;S-45;X;X
Product 5283;Snack;;;2049,01;2018-06-29;Portugal;;X;X
Product 5284;Food;2767,26;32;2299,93;2022/07/01;Germany;S-10;X;X
Product 5285;Snack;1838;;1584,22;21/08/2024;;S-36;X;X
Product 5286;;4411,34;59;495;23-10-2020;France;;X;X
Product 5287;Food;2597,34;NaN;4738;2022-11-15;;S-38;X;X
Product 5288;Drink;4,691.91;NaN;1819,07;2019-11-26;;S-20;X;X
Product 5289;Food;2,264.06;;216;18-12-2019;Portugal;;X;X
Product 5290;Snack;2884,32;;4032,99;2022-07-01;France;;X;X
Product 5291;Snack;55;NaN;;2021/01/03;Germany;;X;X
Product 5292;Drink;;NaN;;11/07/2018;Germany;S-44;X;X
Product 5293;Snack;;;4427,85;09/03/2018;France;;X;X
Product 5294;Snack;102.17;;1861,14;08/11/2022;Portugal;S-42;X;X
;Snack;;43;320,67;16/02/2023;Portugal;;X;X
Product 5296;Food;166,33;97;;05/07/2023;France;;X;X
Product 5297;Food;1,139.47;NaN;;19/09/2021;Germany;;X;X
Product 5298;Drink;;;4519,37;20/06/2024;;;X;X
Product 5299;Drink;2,960.70;NaN;;2023/06/30;Portugal;;X;X
Product 5300;;;;2535,06;;Germany;;X;X
Product 5301;Snack;;91;;19/07/2021;Portugal;S-31;X;X
Product 5302;Drink;3329,36;;843;2022/12/24;France;S-26;X;X
Product 5303;Snack;;NaN;;2018-08-03;France;;X;X
Product 5304;Drink;3504,22;NaN;242,82;03-02-2020;Germany;;X;X
Product 5305;;2,739.97;NaN;;2024/01/31;Portugal;;X;X
Product 5306;Drink;915.18;11;;2018/05/28;Germany;S-49;X;X
Product 5307;Food;;NaN;2087,31;2022/09/02;Germany;;X;X
Product 5308;Snack;4556;NaN;1,716.48;23/03/2020;Germany;S-10;X;X
Product 5309;Food;3880,51;NaN;1,668.49;08-02-2018;Portugal;;X;X
;Drink;;;4,271.85;20/09/2021;Portugal;S-6;X;X
Product 5311;Drink;;46;3672,21;27/04/2019;Portugal;S-49;X;X
Product 5312;;1645;NaN;3023;15/12/2020;Germany;;X;X
Product 5313;;3381,26;;3551,58;19/12/2023;Germany;S-22;X;X
Product 5314;;1,936.05;;2909,86;2023-01-15;;;X;X
Product 5315;Drink;2,863.21;31;3,462.20;2022/05/19;;S-4;X;X
Product 5316;;1,523.40;NaN;865,57;2021/05/31;France;S-13;X;X
Product 5317;Drink;;NaN;;23/01/2023;;;X;X
Product 5318;Drink;4937,06;NaN;3,908.39;2020/12/15;Germany;S-23;X;X
Product 5319;Snack;3709;;;2021-01-21;Portugal;;X;X
Product 5320;Food;3994;64;1,827.26;;Germany;S-39;X;X
Product 5321;Snack;4240;;602.14;08/06/2020;;;X;X
Product 5322;Food;2,855.01;;1200,47;13-08-2020;;S-19;X;X
Product 5323;Food;;NaN;4,034.56;2022-04-11;;S-28;X;X
Product 5324;Drink;;NaN;4302,99;04/09/2022;France;S-17;X;X
;;3824,97;57;1623;15/02/2022;France;;X;X
Product 5326;;;NaN;4,775.75;2020-07-03;Portugal;;X;X
Product 5327;;;NaN;4969,90;2024-03-11;;;X;X
Product 5328;Snack;;NaN;2214,29;12-09-2024;France;;X;X
Product 5329;;1029,66;NaN;3685;09/06/2020;France;S-16;X;X
Product 5330;Drink;;NaN;;2020/12/08;France;;X;X
Product 5331;;3815,03;NaN;1047,66;26/09/2021;;;X;X
Product 5332;;2,372.83;NaN;;2018/03/03;Germany;;X;X
Product 5333;;3833,69;39;;27/12/2021;;;X;X
Product 5334;Snack;3,364.52;;4357,74;21/02/2021;France;S-45;X;X
Product 5335;Drink;2,452.69;;;2018/09/01;Germany;S-11;X;X
Product 5336;;2093;98;2,672.69;13-11-2019;Germany;;X;X
Product 5337;Food;4,828.88;NaN;1749;08/07/2023;Germany;S-37;X;X
Product 5338;Snack;3,863.08;;1504;2023-10-25;France;;X;X
Product 5339;;;NaN;1,808.12;24-01-2023;Portugal;S-38;X;X
;;3687,69;;546,24;;;S-25;X;X
Product 5341;Snack;2669;NaN;1111,73;11/04/2019;;;X;X
Product 5342;Food;3,053.73;62;743;09-05-2019;Germany;S-30;X;X
Product 5343;Food;2026;NaN;4510,40;21/04/2022;Germany;S-19;X;X
Product 5344;Snack;788.68;NaN;;2024/11/02;France;S-34;X;X
Product 5345;;3,589.82;48;965,46;2021-04-04;Portugal;S-27;X;X
Product 5346;Snack;4862,38;;1179,82;10/04/2018;Germany;S-38;X;X
Product 5347;Snack;3,372.86;NaN;4662;2019-07-18;Germany;;X;X
Product 5348;Snack;4788;;;12-10-2019;Portugal;S-11;X;X
Product 5349;Snack;3435,44;11;;11-02-2023;Germany;S-35;X;X
Product 5350;Food;564;;;2024/07/24;;;X;X
Product 5351;Snack;;;;25/02/2019;Germany;;X;X
Product 5352;;;58;3459;2023-05-09;;S-26;X;X
Product 5353;;2994,07;9;959,35;09-07-2021;;S-6;X;X
Product 5354;Drink;;69;947;28/04/2018;Germany;;X;X
;Drink;949;;4,388.42;02/06/2023;Germany;;X;X
Product 5356;Snack;1,292.32;71;3768;26/03/2018;Portugal;;X;X
Product 5357;Drink;4792;;2764,05;29/10/2023;Germany;S-21;X;X
Product 5358;Snack;1160;4;3,893.51;2018-08-29;Portugal;;X;X
Product 5359;Food;3,293.44;NaN;;2018-02-04;;;X;X
Product 5360;Food;4,058.62;43;3822;;Germany;;X;X
Product 5361;Food;3914,05;NaN;3647;2020-06-11;Germany;S-1;X;X
Product 5362;Food;2329,54;72;3332;2019-01-01;France;;X;X
Product 5363;;2071,43;;1646;2018-09-08;France;;X;X
Product 5364;Food;;NaN;270.86;27/07/2018;;S-39;X;X
Product 5365;Food;4769;;;09/04/2024;;;X;X
Product 5366;;3316,62;11;4897,18;2019-04-06;France;S-6;X;X
Product 5367;Snack;1718,70;61;648,14;19-03-2020;Germany;;X;X
Product 5368;Drink;514;62;;2023-09-27;France;S-14;X;X
Product 5369;Snack;4,412.42;;4,371.13;2021-10-01;;S-1;X;X
;Snack;4506,26;89;;2021-04-04;Portugal;;X;X
Product 5371;Drink;1,642.84;73;2953;22/03/2023;;;X;X
Product 5372;Food;4697,41;;1272;2022/10/09;Germany;;X;X
Product 5373;Food;572,19;68;1754,40;2021-03-15;Germany;;X;X
Product 5374;Food;4,684.58;;3560,81;18-11-2018;Germany;;X;X
Product 5375;Food;2061;;;2019/12/23;France;;X;X
Product 5376;Drink;212,66;NaN;1,485.66;2019/07/26;Germany;;X;X
Product 5377;Food;1017,94;;326,69;2022/02/10;;;X;X
Product 5378;Food;2587,91;NaN;4,253.67;28-06-2020;;S-7;X;X
Product 5379;Food;;;74.39;22-07-2018;France;;X;X
Product 5380;Drink;751.11;57;3618;;Germany;;X;X
Product 5381;;;NaN;;2024-07-08;;S-20;X;X
Product 5382;Drink;2751;;514;2021/07/23;Germany;;X;X
Product 5383;Food;4164;NaN;;13/10/2019;;;X;X
Product 5384;Drink;3761,33;53;4376;2018/07/30;Portugal;;X;X
;Snack;3302,57;;4,987.69;27/02/2024;Portugal;;X;X
Product 5386;Snack;2288;;;21/07/2019;France;S-49;X;X
Product 5387;;4,757.05;NaN;4917;2023-04-08;Germany;;X;X
Product 5388;Food;;;1053;16-03-2022;Germany;;X;X
Product 5389;;3156,73;NaN;;2021/09/11;Portugal;;X;X
Product 5390;Snack;376,31;;627;08-11-2020;France;S-38;X;X
Product 5391;;2114,91;38;;28/05/2020;Portugal;;X;X
Product 5392;Snack;;;2,601.00;23/12/2020;France;;X;X
Product 5393;Snack;4,292.90;NaN;829;08-04-2021;Portugal;;X;X
Product 5394;Drink;;;4,243.53;2022-07-17;France;S-19;X;X
Product 5395;Food;1959,57;NaN;1,683.23;02-07-2021;Portugal;;X;X
Product 5396;Snack;2,787.35;;4,785.58;2020/01/13;France;;X;X
Product 5397;Food;4,203.36;;;2023/09/23;;;X;X
Product 5398;;;6;;22/09/2019;France;S-45;X;X
Product 5399;;284.09;NaN;3198,49;2018-04-08;Portugal;;X;X
;Snack;;NaN;962;;Germany;;X;X
Product 5401;Food;973;NaN;2460,76;2018-03-01;;;X;X
Product 5402;Snack;1,403.06;NaN;;10/04/2021;France;;X;X
Product 5403;Snack;;71;4434;2019-02-06;Germany;;X;X
Product 5404;Drink;3,151.07;NaN;;04-10-2018;Portugal;;X;X
Product 5405;;3209;;;06-09-2018;Germany;S-22;X;X
Product 5406;Food;;NaN;3,641.39;16-04-2018;;;X;X
Product 5407;;4499,95;58;813,27;2023-02-24;Germany;S-46;X;X
Product 5408;Drink;893;;4,246.42;08/11/2020;France;;X;X
Product 5409;;4,052.53;NaN;4894,41;15/02/2018;Portugal;;X;X
Product 5410;Drink;1491;;167;2021-01-23;Germany;;X;X
Product 5411;;1074,75;NaN;61.05;2020/06/01;;;X;X
Product 5412;Food;2,927.83;20;1073;2018-05-09;Germany;;X;X
Product 5413;Drink;;68;664,30;2022/02/28;France;;X;X
Product 5414;;1821,16;;;18/12/2019;Portugal;S-10;X;X
;Drink;913;15;3202;2020/06/22;Portugal;;X;X
Product 5416;Food;;37;1,864.68;2023/08/10;;S-46;X;X
Product 5417;;4114,59;48;1794,56;2018/11/03;;;X;X
Product 5418;Snack;;NaN;3,969.18;2019-05-11;Germany;;X;X
Product 5419;Food;;;;2020/08/19;;;X;X
Product 5420;Food;3;75;1,199.42;;;;X;X
Product 5421;Food;1211;;;2019-12-26;;S-40;X;X
Product 5422;Food;664;49;2,829.17;2022-01-23;France;;X;X
Product 5423;Snack;210;NaN;2035;18-02-2021;;;X;X
Product 5424;;;;2538;2020-09-14;;S-13;X;X
Product 5425;Food;1279,21;NaN;;27/08/2021;Portugal;;X;X
Product 5426;;;15;2710;2023-03-17;;;X;X
Product 5427;Drink;3948;NaN;4260,07;2021/11/16;;;X;X
Product 5428;Food;3,398.35;NaN;4198;19/07/2023;Portugal;;X;X
Product 5429;Food;4368;;1468;11-03-2024;;;X;X
;;4,202.00;12;3,628.76;2022/05/04;Germany;;X;X
Product 5431;Snack;;;;2019-02-12;France;S-29;X;X
Product 5432;Drink;4,990.39;NaN;2,490.00;02/10/2022;Portugal;S-45;X;X
Product 5433;Snack;2588;;2458;24/03/2024;France;;X;X
Product 5434;;;NaN;2,907.71;2022-05-08;France;;X;X
Product 5435;Food;2,055.57;46;2708,12;25-03-2020;France;;X;X
Product 5436;;4,803.65;6;;2019/08/07;Germany;S-50;X;X
Product 5437;;;;;2020/08/16;Germany;;X;X
Product 5438;;;;2,000.27;2019-05-01;France;;X;X
Product 5439;;;NaN;4,067.64;13/03/2023;France;;X;X
Product 5440;Food;1418,52;NaN;3964,75;;Germany;S-49;X;X
Product 5441;Drink;646;18;3016,10;2024/06/08;Portugal;;X;X
Product 5442;Food;;;1695,84;02/05/2024;;;X;X
Product 5443;;4,838.95;;1,895.61;2019/09/15;Germany;;X;X
Product 5444;;674,44;NaN;;2021/06/05;;;X;X
;Food;4,756.58;88;2281;2018/04/26;Germany;;X;X
Product 5446;Snack;;;3386;2021/08/03;;;X;X
Product 5447;Snack;;NaN;3334,35;30/04/2022;Germany;;X;X
Product 5448;Snack;2,818.38;NaN;353;2019-07-28;Portugal;;X;X
Product 5449;;;;;18/03/2024;Portugal;;X;X
Product 5450;Food;;NaN;1856;2022-12-22;Portugal;S-49;X;X
Product 5451;Food;;NaN;;10-02-2018;;;X;X
Product 5452;Snack;884;NaN;1,766.83;24-07-2019;;;X;X
Product 5453;Snack;1,884.78;65;;17-03-2024;Portugal;;X;X
Product 5454;Food;2,939.94;87;2412;2019-01-24;France;S-47;X;X
Product 5455;;;;4880,58;2024/04/05;Portugal;;X;X
Product 5456;Snack;;NaN;2,290.12;02-05-2021;Portugal;S-14;X;X
Product 5457;Drink;;;1,742.14;2022-09-12;Portugal;S-11;X;X
Product 5458;Drink;;;2567;24-06-2023;France;;X;X
Product 5459;Food;3054;18;;28-09-2024;Germany;S-49;X;X
;;;;821.33;;;;X;X
Product 5461;Drink;61,79;NaN;1105;07-10-2019;Portugal;S-7;X;X
Product 5462;Snack;1,235.30;96;2109;2023/08/04;Germany;S-10;X;X
Product 5463;;244;63;542.97;12/06/2020;Germany;S-17;X;X
Product 5464;Food;4,476.06;NaN;774.31;2020/03/22;France;;X;X
Product 5465;Snack;478.23;29;4229;2019/09/29;France;;X;X
Product 5466;;3,015.61;45;2434,69;2024-03-27;;;X;X
Product 5467;Food;4880,24;;;10-06-2021;Portugal;S-15;X;X
Product 5468;;773.79;NaN;2237;2019/10/25;Portugal;;X;X
Product 5469;Drink;2012,25;;;2019/11/14;;;X;X
Product 5470;Drink;22,10;NaN;418;2021-08-10;;;X;X
Product 5471;Food;1447,96;NaN;2,822.82;2020-10-10;;S-25;X;X
Product 5472;Drink;;NaN;1150;02/09/2021;Germany;;X;X
Product 5473;Food;4,649.73;;1291;2024/10/10;;;X;X
Product 5474;Drink;4200,38;90;;2020-05-31;;;X;X
;;4782;NaN;2,907.25;2020-03-07;France;;X;X
Product 5476;;3,705.96;5;2,546.25;2020/05/18;Portugal;;X;X
Product 5477;Food;4264;94;1,858.13;2019-06-16;France;;X;X
Product 5478;Snack;3655,45;;4238,55;2021/05/24;France;;X;X
Product 5479;;1088,64;NaN;4,037.19;2023/06/05;Germany;;X;X
Product 5480;;;NaN;4,628.73;;Portugal;;X;X
Product 5481;Food;;;3,767.70;08-11-2018;Portugal;S-48;X;X
Product 5482;Food;;NaN;3,065.62;31/12/2020;;S-4;X;X
Product 5483;Snack;;NaN;420,23;18/09/2018;Portugal;;X;X
Product 5484;Food;1,485.61;;;09/08/2022;France;;X;X
Product 5485;Snack;1484,26;NaN;2238;18-11-2018;;;X;X
Product 5486;Food;1,647.53;;4428;2020-10-05;France;;X;X
Product 5487;;278.06;;;2021/05/07;France;;X;X
Product 5488;Food;1,167.66;NaN;;25/01/2023;Germany;S-8;X;X
Product 5489;Drink;;;;2022/10/17;Germany;S-34;X;X
;;;NaN;997,04;20/05/2021;;S-7;X;X
Product 5491;Drink;3043,16;57;2287,56;18-08-2021;France;;X;X
Product 5492;Drink;3111;NaN;;2022-05-28;France;;X;X
Product 5493;Food;;;3085;2019/04/26;;;X;X
Product 5494;Food;625,51;27;4,185.65;2022-07-01;;S-11;X;X
Product 5495;Drink;3245;64;;10-05-2019;Portugal;;X;X
Product 5496;;2,011.49;NaN;4710,34;2018-01-03;;;X;X
Product 5497;Food;4396,73;;;17-03-2018;;S-47;X;X
Product 5498;;2369;NaN;3432,61;2021/05/04;Germany;S-33;X;X
Product 5499;Food;1230,02;72;;2019/10/16;Portugal;S-24;X;X
Product 5500;Drink;;29;1340,66;;France;S-17;X;X
Product 5501;Drink;;NaN;1753;31-05-2021;Germany;S-14;X;X
Product 5502;Food;;;386,22;2019/04/28;France;S-47;X;X
Product 5503;Drink;764;NaN;2914;2018/06/20;Portugal;;X;X
Product 5504;Food;4247,87;NaN;3588;2021-08-30;France;;X;X
;Snack;1548;NaN;3283,18;2019-01-14;Portugal;;X;X
Product 5506;Food;2453,76;;;2024-01-12;;;X;X
Product 5507;;3554;7;;2020-03-08;Portugal;S-37;X;X
Product 5508;Drink;1127,69;;399.49;2022-07-02;Germany;;X;X
Product 5509;Food;;;;2021/11/21;Germany;S-34;X;X
Product 5510;Food;3302;;1551;2023-05-14;France;;X;X
Product 5511;Food;4252,10;;1,789.37;2018/09/06;France;;X;X
Product 5512;;;57;4173;12-03-2023;;;X;X
Product 5513;Drink;2,450.96;15;4,260.91;06/09/2018;;S-28;X;X
Product 5514;Food;3211,82;45;3248,75;2023-03-06;Germany;;X;X
Product 5515;Drink;2481;54;2797,94;2020-04-22;France;S-32;X;X
Product 5516;;;;3716;2018/12/28;France;;X;X
Product 5517;Snack;430.80;NaN;2264;02-07-2019;France;S-43;X;X
Product 5518;;4,829.99;;1118,90;2018-11-12;Germany;S-14;X;X
Product 5519;Snack;3475,05;51;2782,83;08/09/2018;;;X;X
;Food;;99;185;;Germany;S-11;X;X
Product 5521;Drink;;NaN;3,229.91;12-09-2022;Germany;;X;X
Product 5522;Snack;201;;1276,09;2022-11-01;Portugal;;X;X
Product 5523;Drink;3658;NaN;4170,65;14/11/2022;Germany;;X;X
Product 5524;Food;4258;;4,444.75;15-09-2019;Portugal;;X;X
Product 5525;Drink;;;2710;2023-11-16;France;;X;X
Product 5526;Snack;1433,06;47;;2021/12/10;;;X;X
Product 5527;Food;;72;;10-10-2021;Germany;;X;X
Product 5528;Food;;NaN;3,873.34;09-09-2018;Germany;S-49;X;X
Product 5529;Snack;;NaN;501;2024/06/01;Portugal;;X;X
Product 5530;Drink;4,330.01;;262,93;2021-08-20;Portugal;;X;X
Product 5531;;1576,07;;;15/09/2021;;S-22;X;X
Product 5532;Drink;4615,02;NaN;2187,27;26/12/2020;;S-24;X;X
Product 5533;Snack;;29;1,342.77;2023/04/26;Germany;;X;X
Product 5534;Drink;2067,69;;3686;2018-08-30;Germany;S-24;X;X
;;3886,96;;;21-02-2019;France;;X;X
Product 5536;Drink;3932,14;;2,993.86;2019/03/03;Germany;;X;X
Product 5537;Food;4887;;1610,99;18-03-2020;;;X;X
Product 5538;Drink;449.14;;;2020/11/15;France;S-46;X;X
Product 5539;Food;4,805.07;;1,354.30;2020-06-25;Germany;S-36;X;X
Product 5540;;4319;;1111;;Portugal;S-38;X;X
Product 5541;Drink;392;58;2842;11/04/2022;Germany;;X;X
Product 5542;Food;1917;;;2020-06-24;Portugal;;X;X
Product 5543;;185,20;;1992,02;17/04/2018;Portugal;S-7;X;X
Product 5544;Food;2791;34;;2018-01-27;Portugal;;X;X
Product 5545;Food;2544;48;1412;2021/06/15;Portugal;;X;X
Product 5546;Food;1731,58;;379.32;2019-11-30;;;X;X
Product 5547;Drink;3644,60;;402.39;28/11/2023;Portugal;S-32;X;X
Product 5548;Food;;NaN;;2020/04/10;France;;X;X
Product 5549;Snack;;NaN;174.66;14-01-2018;Portugal;;X;X
;;3,345.38;82;3786,02;02/10/2023;France;;X;X
Product 5551;;3011,39;;3,530.26;2018-10-01;Germany;S-18;X;X
Product 5552;Drink;4609,13;NaN;2,319.25;31-03-2021;Germany;;X;X
Product 5553;Drink;;NaN;;22-03-2020;Germany;;X;X
Product 5554;Drink;13;;1,351.81;23-07-2023;France;;X;X
Product 5555;Snack;56.54;NaN;1907,77;2024/01/29;Germany;S-39;X;X
Product 5556;;4461,30;NaN;;2020/12/22;Portugal;;X;X
Product 5557;;3584;15;288;27/09/2018;Germany;;X;X
Product 5558;Drink;4463,94;;;2019-04-06;France;S-12;X;X
Product 5559;Drink;2697,88;72;808;2023-06-02;Germany;;X;X
Product 5560;Food;4,972.31;NaN;2487;;Germany;;X;X
Product 5561;Drink;3,021.03;;;15/04/2022;France;S-40;X;X
Product 5562;;891,06;55;4819,50;2019-08-14;;S-48;X;X
Product 5563;Food;;NaN;2843;2023/08/09;France;;X;X
Product 5564;Snack;1,968.28;NaN;2059;02-06-2019;Portugal;;X;X
;Snack;3835,90;;1876;16/01/2018;Germany;;X;X
Product 5566;;1192;NaN;2572;2019-09-11;;;X;X
Product 5567;Food;;;2024,64;29/01/2018;Portugal;S-6;X;X
Product 5568;Drink;3422;95;;2024-05-26;Germany;S-45;X;X
Product 5569;Drink;3141,71;40;;2019-10-16;Portugal;S-22;X;X
Product 5570;Food;3300,36;NaN;;2021/10/01;Portugal;;X;X
Product 5571;Food;757;54;2633;2019/07/13;Germany;;X;X
Product 5572;Snack;787;;1,154.08;2024/10/28;Germany;;X;X
Product 5573;Drink;;NaN;;17/09/2019;;;X;X
Product 5574;;;87;3,831.09;2024-07-24;Germany;;X;X
Product 5575;Drink;3,546.47;;3065,79;28/03/2019;France;S-43;X;X
Product 5576;Snack;4,334.76;;;2019-04-17;Germany;;X;X
Product 5577;Food;;1;4,660.75;05-10-2021;France;;X;X
Product 5578;Drink;660,76;NaN;629,44;2018-02-24;France;S-8;X;X
Product 5579;Food;;16;;2020/02/03;Portugal;;X;X
;Drink;1499,91;46;4921;;;;X;X
Product 5581;;2515,69;37;3606;23/02/2021;;S-41;X;X
Product 5582;;;;4,921.33;19-03-2020;;;X;X
Product 5583;Drink;;;4,325.10;30/01/2018;;;X;X
Product 5584;Drink;4962,00;NaN;2247,10;30-07-2021;Portugal;;X;X
Product 5585;Food;2982,90;26;;30/06/2023;Germany;;X;X
Product 5586;Food;4895,24;NaN;397,79;05/01/2020;Germany;;X;X
Product 5587;Snack;2997,43;20;2749;2024-09-09;France;;X;X
Product 5588;Snack;2704;NaN;2690,77;2023-01-24;France;S-17;X;X
Product 5589;Drink;4328,26;33;;04/11/2019;;;X;X
Product 5590;;459.38;;3,914.60;2020-02-04;France;;X;X
Product 5591;Snack;;45;;2024/09/15;France;;X;X
Product 5592;Snack;501;NaN;1689;2021/09/15;France;;X;X
Product 5593;;2685;;;08/01/2018;France;;X;X
Product 5594;Food;2804;35;;19/02/2021;Portugal;S-48;X;X
;Food;;;3,746.03;24-03-2022;Germany;;X;X
Product 5596;Food;1204,84;99;1953,73;2024-06-04;Portugal;;X;X
Product 5597;Drink;;;1,044.27;2021-02-19;France;;X;X
Product 5598;Drink;;;3,981.40;2020-05-30;Germany;;X;X
Product 5599;Food;3,993.60;NaN;4,422.72;26-05-2022;Portugal;;X;X
Product 5600;;733;NaN;4305;;France;;X;X
Product 5601;Food;;NaN;4,840.34;05-03-2022;Germany;;X;X
Product 5602;Food;;NaN;484.19;25/06/2024;;;X;X
Product 5603;Drink;2387;68;2,460.43;2018-03-22;France;S-43;X;X
Product 5604;;1816;90;4518;2024-10-27;Portugal;S-29;X;X
Product 5605;Snack;1481,33;57;;11-10-2020;Germany;;X;X
Product 5606;;4,317.72;61;2,814.07;2021/08/03;France;;X;X
Product 5607;Drink;4,592.67;;2491,94;28-08-2022;;;X;X
Product 5608;Snack;399,64;25;4577,24;2022-04-24;Germany;S-4;X;X
Product 5609;Drink;1446,38;40;872.16;2020/08/17;Portugal;;X;X
;Food;4114;NaN;;16/01/2020;;;X;X
Product 5611;Snack;3645;NaN;4,167.57;04/08/2020;;S-5;X;X
Product 5612;Drink;;80;;2021/01/25;Portugal;S-26;X;X
Product 5613;Food;;NaN;3541;2020-08-21;;;X;X
Product 5614;Drink;;NaN;2985,28;25-10-2020;Germany;;X;X
Product 5615;;899;32;893.64;2019/01/05;;;X;X
Product 5616;Drink;;;2,948.28;06-12-2019;Germany;;X;X
Product 5617;;4614;;3095,44;2019-06-30;;;X;X
Product 5618;Drink;1160,45;32;339.64;2021-11-21;;;X;X
Product 5619;Food;;;2219;2020/03/01;Germany;;X;X
Product 5620;;368;;;;France;;X;X
Product 5621;;82;NaN;4411,69;2021-03-13;Germany;;X;X
Product 5622;Food;;;3310;2021-04-05;France;S-18;X;X
Product 5623;;;;;2022-10-08;France;S-47;X;X
Product 5624;Drink;2584,68;;3529,51;2018-12-31;Germany;;X;X
;Drink;1653,22;NaN;4626,02;2019/09/06;;S-6;X;X
Product 5626;;1966,85;NaN;4,909.84;2019/08/26;Portugal;S-17;X;X
Product 5627;Drink;1,981.13;;2,692.78;2022-08-13;France;;X;X
Product 5628;;2169,86;;;12-09-2024;Portugal;;X;X
Product 5629;Snack;1,854.82;;2899;11/12/2019;France;;X;X
